Forming,$H$,$B$,$r_o$,$t$,$L_{c}$,$L_{c}/r$,$F_y$,$N_u (kN)$
Cold-formed,100,100,6.666666667,3.333333333,720,18.35124767,704.9678204,706.9544375
Cold-formed,100,100,5,2.5,720,18.1661843,704.9012767,418.20325
Cold-formed,100,100,3.555555556,1.777777778,720,18.0093113,704.389319,230.9637344
Cold-formed,100,100,26.66666667,13.33333333,900,26.24255823,700,2664.11
Cold-formed,100,100,20,10,900,25.01675973,700,2164.28025
Cold-formed,100,100,13.33333333,6.666666667,900,23.92353881,701.1386542,1557.929
Cold-formed,100,100,10,5,900,23.41893965,703.7806321,1214.695125
Cold-formed,100,100,8,4,900,23.12818424,704.6858752,937.786125
Cold-formed,100,100,6.666666667,3.333333333,900,22.93905958,704.9678204,704.0349375
Cold-formed,100,100,5,2.5,900,22.70773038,704.9012767,414.982125
Cold-formed,100,100,3.555555556,1.777777778,900,22.51163912,704.389319,227.7245781
Cold-formed,100,100,26.66666667,13.33333333,1080,31.49106988,700,2518.91075
Cold-formed,100,100,20,10,1080,30.02011167,700,2057.8475
Cold-formed,100,100,13.33333333,6.666666667,1080,28.70824657,701.1386542,1486.54275
Cold-formed,100,100,10,5,1080,28.10272757,703.7806321,1154.428875
Cold-formed,100,100,8,4,1080,27.75382109,704.6858752,904.6370625
Cold-formed,100,100,6.666666667,3.333333333,1080,27.5268715,704.9678204,691.65075
Cold-formed,100,100,5,2.5,1080,27.24927645,704.9012767,410.4904375
Cold-formed,100,100,3.555555556,1.777777778,1080,27.01396695,704.389319,226.7414375
Cold-formed,100,100,26.66666667,13.33333333,1260,36.73958153,700,2364.5905
Cold-formed,100,100,20,10,1260,35.02346362,700,1943.356625
Cold-formed,100,100,13.33333333,6.666666667,1260,33.49295433,701.1386542,1409.08675
Cold-formed,100,100,10,5,1260,32.7865155,703.7806321,1097.18475
Cold-formed,100,100,8,4,1260,32.37945794,704.6858752,876.7576875
Cold-formed,100,100,6.666666667,3.333333333,1260,32.11468342,704.9678204,679.114125
Cold-formed,100,100,5,2.5,1260,31.79082253,704.9012767,403.8162188
Cold-formed,100,100,3.555555556,1.777777778,1260,31.51629477,704.389319,221.3987031
Cold-formed,100,100,26.66666667,13.33333333,1430,41.69650919,700,2205.7275
Cold-formed,100,100,20,10,1430,39.74885157,700,1824.17975
Cold-formed,100,100,13.33333333,6.666666667,1430,38.011845,701.1386542,1329.6585
Cold-formed,100,100,10,5,1430,37.21009299,703.7806321,1038.573438
Cold-formed,100,100,8,4,1430,36.74811497,704.6858752,835.3524375
Cold-formed,100,100,6.666666667,3.333333333,1430,36.44761689,704.9678204,659.5675625
Cold-formed,100,100,5,2.5,1430,36.08006049,704.9012767,396.7367813
Cold-formed,100,100,3.555555556,1.777777778,1430,35.76849327,704.389319,216.4090469
Cold-formed,100,100,26.66666667,13.33333333,1610,46.94502084,700,2042.044625
Cold-formed,100,100,20,10,1610,44.75220351,700,1696.3445
Cold-formed,100,100,13.33333333,6.666666667,1610,42.79655276,701.1386542,1241.346875
Cold-formed,100,100,10,5,1610,41.89388092,703.7806321,973.001375
Cold-formed,100,100,8,4,1610,41.37375182,704.6858752,788.9339375
Cold-formed,100,100,6.666666667,3.333333333,1610,41.03542881,704.9678204,633.535625
Cold-formed,100,100,5,2.5,1610,40.62160656,704.9012767,387.5535625
Cold-formed,100,100,3.555555556,1.777777778,1610,40.27082109,704.389319,210.2776094
Cold-formed,100,100,26.66666667,13.33333333,1790,52.19353249,700,1882.739875
Cold-formed,100,100,20,10,1790,49.75555546,700,1573.842875
Cold-formed,100,100,13.33333333,6.666666667,1790,47.58126052,701.1386542,1159.39625
Cold-formed,100,100,10,5,1790,46.57766885,703.7806321,909.71625
Cold-formed,100,100,8,4,1790,45.99938866,704.6858752,741.1120625
Cold-formed,100,100,6.666666667,3.333333333,1790,45.62324073,704.9678204,603.76975
Cold-formed,100,100,5,2.5,1790,45.16315264,704.9012767,376.4093125
Cold-formed,100,100,3.555555556,1.777777778,1790,44.77314892,704.389319,203.4680313
Cold-formed,100,100,26.66666667,13.33333333,1970,57.44204413,700,1725.751
Cold-formed,100,100,20,10,1970,54.7589074,700,1452.891625
Cold-formed,100,100,13.33333333,6.666666667,1970,52.36596829,701.1386542,1076.04275
Cold-formed,100,100,10,5,1970,51.26145678,703.7806321,847.6775625
Cold-formed,100,100,8,4,1970,50.62502551,704.6858752,692.184125
Cold-formed,100,100,6.666666667,3.333333333,1970,50.21105264,704.9678204,570.084375
Cold-formed,100,100,5,2.5,1970,49.70469871,704.9012767,363.3494063
Cold-formed,100,100,3.555555556,1.777777778,1970,49.27547674,704.389319,196.0860625
Cold-formed,100,100,26.66666667,13.33333333,2150,62.69055578,700,1573.485125
Cold-formed,100,100,20,10,2150,59.76225935,700,1336.57775
Cold-formed,100,100,13.33333333,6.666666667,2150,57.15067605,701.1386542,994.737625
Cold-formed,100,100,10,5,2150,55.94524471,703.7806321,785.3085625
Cold-formed,100,100,8,4,2150,55.25066236,704.6858752,643.3235
Cold-formed,100,100,6.666666667,3.333333333,2150,54.79886456,704.9678204,534.4505625
Cold-formed,100,100,5,2.5,2150,54.24624479,704.9012767,348.6604063
Cold-formed,100,100,3.555555556,1.777777778,2150,53.77780457,704.389319,188.281
Cold-formed,100,100,26.66666667,13.33333333,2330,67.93906742,700,1424.97775
Cold-formed,100,100,20,10,2330,64.76561129,700,1220.951125
Cold-formed,100,100,13.33333333,6.666666667,2330,61.93538381,701.1386542,916.5230625
Cold-formed,100,100,10,5,2330,60.62903264,703.7806321,725.9711875
Cold-formed,100,100,8,4,2330,59.87629921,704.6858752,596.00925
Cold-formed,100,100,6.666666667,3.333333333,2330,59.38667648,704.9678204,497.7117813
Cold-formed,100,100,5,2.5,2330,58.78779086,704.9012767,332.2834688
Cold-formed,100,100,3.555555556,1.777777778,2330,58.28013239,704.389319,180.1104844
Cold-formed,100,100,26.66666667,13.33333333,2510,73.18757907,700,1285.823375
Cold-formed,100,100,20,10,2510,69.76896324,700,1109.562875
Cold-formed,100,100,13.33333333,6.666666667,2510,66.72009157,701.1386542,838.486875
Cold-formed,100,100,10,5,2510,65.31282057,703.7806321,666.4491875
Cold-formed,100,100,8,4,2510,64.50193606,704.6858752,548.6876875
Cold-formed,100,100,6.666666667,3.333333333,2510,63.97448839,704.9678204,460.4440313
Cold-formed,100,100,5,2.5,2510,63.32933694,704.9012767,314.3439688
Cold-formed,100,100,3.555555556,1.777777778,2510,62.78246022,704.389319,171.721125
Cold-formed,100,100,26.66666667,13.33333333,2690,78.43609072,700,1158.386125
Cold-formed,100,100,20,10,2690,74.77231518,700,1006.107813
Cold-formed,100,100,13.33333333,6.666666667,2690,71.50479933,701.1386542,764.7260625
Cold-formed,100,100,10,5,2690,69.9966085,703.7806321,609.4518125
Cold-formed,100,100,8,4,2690,69.12757291,704.6858752,502.9769063
Cold-formed,100,100,6.666666667,3.333333333,2690,68.56230031,704.9678204,423.70825
Cold-formed,100,100,5,2.5,2690,67.87088301,704.9012767,295.0579063
Cold-formed,100,100,3.555555556,1.777777778,2690,67.28478804,704.389319,163.1589219
Cold-formed,100,100,26.66666667,13.33333333,2870,83.68460236,700,1043.474875
Cold-formed,100,100,20,10,2870,79.77566713,700,911.171375
Cold-formed,100,100,13.33333333,6.666666667,2870,76.2895071,701.1386542,696.236625
Cold-formed,100,100,10,5,2870,74.68039642,703.7806321,556.1605
Cold-formed,100,100,8,4,2870,73.75320976,704.6858752,459.7785625
Cold-formed,100,100,6.666666667,3.333333333,2870,73.15011223,704.9678204,388.4033125
Cold-formed,100,100,5,2.5,2870,72.41242909,704.9012767,275.1210625
Cold-formed,100,100,3.555555556,1.777777778,2870,71.78711586,704.389319,154.5931406
Cold-formed,100,100,26.66666667,13.33333333,3050,88.93311401,700,941.650375
Cold-formed,100,100,20,10,3050,84.77901907,700,825.201
Cold-formed,100,100,13.33333333,6.666666667,3050,81.07421486,701.1386542,633.3415
Cold-formed,100,100,10,5,3050,79.36418435,703.7806321,506.9299375
Cold-formed,100,100,8,4,3050,78.37884661,704.6858752,419.6722188
Cold-formed,100,100,6.666666667,3.333333333,3050,77.73792414,704.9678204,355.2715313
Cold-formed,100,100,5,2.5,3050,76.95397517,704.9012767,255.1488594
Cold-formed,100,100,3.555555556,1.777777778,3050,76.28944369,704.389319,146.1103281
Cold-formed,100,100,26.66666667,13.33333333,3230,94.18162566,700,852.1191875
Cold-formed,100,100,20,10,3230,89.78237102,700,748.6293125
Cold-formed,100,100,13.33333333,6.666666667,3230,85.85892262,701.1386542,576.19125
Cold-formed,100,100,10,5,3230,84.04797228,703.7806321,461.90925
Cold-formed,100,100,8,4,3230,83.00448346,704.6858752,382.9030938
Cold-formed,100,100,6.666666667,3.333333333,3230,82.32573606,704.9678204,324.7529688
Cold-formed,100,100,5,2.5,3230,81.49552124,704.9012767,236.0705
Cold-formed,100,100,3.555555556,1.777777778,3230,80.79177151,704.389319,137.818625
Cold-formed,100,100,26.66666667,13.33333333,3410,99.4301373,700,773.577375
Cold-formed,100,100,20,10,3410,94.78572296,700,680.9294375
Cold-formed,100,100,13.33333333,6.666666667,3410,90.64363038,701.1386542,525.1608125
Cold-formed,100,100,10,5,3410,88.73176021,703.7806321,421.459625
Cold-formed,100,100,8,4,3410,87.6301203,704.6858752,349.7404063
Cold-formed,100,100,6.666666667,3.333333333,3410,86.91354798,704.9678204,297.0781563
Cold-formed,100,100,5,2.5,3410,86.03706732,704.9012767,218.1914219
Cold-formed,100,100,3.555555556,1.777777778,3410,85.29409934,704.389319,129.7385
Cold-formed,100,100,26.66666667,13.33333333,3590,104.678649,700,704.67275
Cold-formed,100,100,20,10,3590,99.78907491,700,621.2235
Cold-formed,100,100,13.33333333,6.666666667,3590,95.42833814,701.1386542,479.8776875
Cold-formed,100,100,10,5,3590,93.41554814,703.7806321,385.4489688
Cold-formed,100,100,8,4,3590,92.25575715,704.6858752,320.0969375
Cold-formed,100,100,6.666666667,3.333333333,3590,91.50135989,704.9678204,272.2073438
Cold-formed,100,100,5,2.5,3590,90.57861339,704.9012767,201.5313594
Cold-formed,100,100,3.555555556,1.777777778,3590,89.79642716,704.389319,121.9539063
Cold-formed,100,100,26.66666667,13.33333333,3770,109.9271606,700,644.075125
Cold-formed,100,100,20,10,3770,104.7924269,700,568.51325
Cold-formed,100,100,13.33333333,6.666666667,3770,100.2130459,701.1386542,439.7353438
Cold-formed,100,100,10,5,3770,98.09933607,703.7806321,353.43575
Cold-formed,100,100,8,4,3770,96.881394,704.6858752,293.67225
Cold-formed,100,100,6.666666667,3.333333333,3770,96.08917181,704.9678204,249.9548125
Cold-formed,100,100,5,2.5,3770,95.12015947,704.9012767,186.1906563
Cold-formed,100,100,3.555555556,1.777777778,3770,94.29875499,704.389319,114.5167188
Cold-formed,100,100,26.66666667,13.33333333,3950,115.1756722,700,590.601
Cold-formed,100,100,20,10,3950,109.7957788,700,521.8575313
Cold-formed,100,100,13.33333333,6.666666667,3950,104.9977537,701.1386542,404.082375
Cold-formed,100,100,10,5,3950,102.783124,703.7806321,324.9579063
Cold-formed,100,100,8,4,3950,101.5070309,704.6858752,270.1285
Cold-formed,100,100,6.666666667,3.333333333,3950,100.6769837,704.9678204,230.0583438
Cold-formed,100,100,5,2.5,3950,99.66170554,704.9012767,172.1404688
Cold-formed,100,100,3.555555556,1.777777778,3950,98.80108281,704.389319,107.4076719
Cold-formed,100,100,26.66666667,13.33333333,4120,120.1325999,700,545.7355
Cold-formed,100,100,20,10,4120,114.5211667,700,482.6221875
Cold-formed,100,100,13.33333333,6.666666667,4120,109.5166443,701.1386542,374.02225
Cold-formed,100,100,10,5,4120,107.2067015,703.7806321,300.917125
Cold-formed,100,100,8,4,4120,105.8756879,704.6858752,250.2340625
Cold-formed,100,100,6.666666667,3.333333333,4120,105.0099172,704.9678204,213.2083438
Cold-formed,100,100,5,2.5,4120,103.9509435,704.9012767,160.0572813
Cold-formed,100,100,3.555555556,1.777777778,4120,103.0532813,704.389319,101.0811484
Cold-formed,100,100,26.66666667,13.33333333,4300,125.3811116,700,503.3753125
Cold-formed,100,100,20,10,4300,119.5245187,700,445.5151875
Cold-formed,100,100,13.33333333,6.666666667,4300,114.3013521,701.1386542,345.5369063
Cold-formed,100,100,10,5,4300,111.8904894,703.7806321,278.1105
Cold-formed,100,100,8,4,4300,110.5013247,704.6858752,231.3419531
Cold-formed,100,100,6.666666667,3.333333333,4300,109.5977291,704.9678204,197.1879375
Cold-formed,100,100,5,2.5,4300,108.4924896,704.9012767,148.4364844
Cold-formed,100,100,3.555555556,1.777777778,4300,107.5556091,704.389319,94.8154375
Cold-formed,100,50,21,10.5,150,4.846353911,700,1852.759875
Cold-formed,100,50,13.33333333,6.666666667,150,4.489854115,700,1244.14575
Cold-formed,100,50,6.666666667,3.333333333,150,4.23843789,704.60028,601.27625
Cold-formed,100,50,3.571428571,1.785714286,150,4.135276829,704.9652909,232.5951094
Cold-formed,50,100,21,10.5,150,8.625229336,700,1851.304875
Cold-formed,50,100,13.33333333,6.666666667,150,7.862551077,700,1250.529
Cold-formed,50,100,6.666666667,3.333333333,150,7.295852131,704.60028,604.679125
Cold-formed,50,100,3.571428571,1.785714286,150,7.05878345,704.9652909,235.11475
Cold-formed,100,50,21,10.5,180,5.815624693,700,1754.826
Cold-formed,100,50,13.33333333,6.666666667,180,5.387824938,700,1236.7955
Cold-formed,100,50,6.666666667,3.333333333,180,5.086125468,704.60028,603.8495
Cold-formed,100,50,3.571428571,1.785714286,180,4.962332194,704.9652909,235.5200469
Cold-formed,50,100,21,10.5,90,5.175137602,700,1869.427625
Cold-formed,50,100,13.33333333,6.666666667,90,4.717530646,700,1271.766
Cold-formed,50,100,6.666666667,3.333333333,90,4.377511278,704.60028,631.692625
Cold-formed,50,100,3.571428571,1.785714286,90,4.23527007,704.9652909,258.3104063
Cold-formed,100,50,21,10.5,360,11.63124939,700,1694.784375
Cold-formed,100,50,13.33333333,6.666666667,360,10.77564988,700,1199.543625
Cold-formed,100,50,6.666666667,3.333333333,360,10.17225094,704.60028,577.307875
Cold-formed,100,50,3.571428571,1.785714286,360,9.924664389,704.9652909,223.6088906
Cold-formed,50,100,21,10.5,180,10.3502752,700,1702.12625
Cold-formed,50,100,13.33333333,6.666666667,180,9.435061292,700,1210.081125
Cold-formed,50,100,6.666666667,3.333333333,180,8.755022557,704.60028,579.69
Cold-formed,50,100,3.571428571,1.785714286,180,8.47054014,704.9652909,233.4134375
Cold-formed,100,50,21,10.5,540,17.44687408,700,1652.878375
Cold-formed,100,50,13.33333333,6.666666667,540,16.16347481,700,1174.13725
Cold-formed,100,50,6.666666667,3.333333333,540,15.2583764,704.60028,581.0455
Cold-formed,100,50,3.571428571,1.785714286,540,14.88699658,704.9652909,223.0884375
Cold-formed,50,100,21,10.5,270,15.52541281,700,1676.02925
Cold-formed,50,100,13.33333333,6.666666667,270,14.15259194,700,1190.951625
Cold-formed,50,100,6.666666667,3.333333333,270,13.13253384,704.60028,576.3254375
Cold-formed,50,100,3.571428571,1.785714286,270,12.70581021,704.9652909,226.9475313
Cold-formed,100,50,21,10.5,720,23.26249877,700,1593.117125
Cold-formed,100,50,13.33333333,6.666666667,720,21.55129975,700,1136.597625
Cold-formed,100,50,6.666666667,3.333333333,720,20.34450187,704.60028,579.9476875
Cold-formed,100,50,3.571428571,1.785714286,720,19.84932878,704.9652909,224.8160469
Cold-formed,50,100,21,10.5,360,20.70055041,700,1629.38
Cold-formed,50,100,13.33333333,6.666666667,360,18.87012258,700,1165.64175
Cold-formed,50,100,6.666666667,3.333333333,360,17.51004511,704.60028,570.2500625
Cold-formed,50,100,3.571428571,1.785714286,360,16.94108028,704.9652909,223.5328281
Cold-formed,100,50,21,10.5,900,29.07812347,700,1509.12
Cold-formed,100,50,13.33333333,6.666666667,900,26.93912469,700,1085.132375
Cold-formed,100,50,6.666666667,3.333333333,900,25.43062734,704.60028,568.660875
Cold-formed,100,50,3.571428571,1.785714286,900,24.81166097,704.9652909,223.0081875
Cold-formed,50,100,21,10.5,450,25.87568801,700,1552.967
Cold-formed,50,100,13.33333333,6.666666667,450,23.58765323,700,1123.33925
Cold-formed,50,100,6.666666667,3.333333333,450,21.88755639,704.60028,562.2653125
Cold-formed,50,100,3.571428571,1.785714286,450,21.17635035,704.9652909,220.7440156
Cold-formed,100,50,21,10.5,1080,34.89374816,700,1409.722
Cold-formed,100,50,13.33333333,6.666666667,1080,32.32694963,700,1026.28725
Cold-formed,100,50,6.666666667,3.333333333,1080,30.51675281,704.60028,552.5576875
Cold-formed,100,50,3.571428571,1.785714286,1080,29.77399317,704.9652909,228.7252188
Cold-formed,50,100,21,10.5,540,31.05082561,700,1473.403125
Cold-formed,50,100,13.33333333,6.666666667,540,28.30518388,700,1072.185875
Cold-formed,50,100,6.666666667,3.333333333,540,26.26506767,704.60028,553.5311875
Cold-formed,50,100,3.571428571,1.785714286,540,25.41162042,704.9652909,216.8198125
Cold-formed,100,50,21,10.5,1260,40.70937285,700,1305.854375
Cold-formed,100,50,13.33333333,6.666666667,1260,37.71477457,700,960.9061875
Cold-formed,100,50,6.666666667,3.333333333,1260,35.60287828,704.60028,526.6185625
Cold-formed,100,50,3.571428571,1.785714286,1260,34.73632536,704.9652909,229.0252656
Cold-formed,50,100,21,10.5,630,36.22596321,700,1379.500125
Cold-formed,50,100,13.33333333,6.666666667,630,33.02271452,700,1014.599438
Cold-formed,50,100,6.666666667,3.333333333,630,30.64257895,704.60028,531.948875
Cold-formed,50,100,3.571428571,1.785714286,630,29.64689049,704.9652909,214.0659844
Cold-formed,100,50,21,10.5,1430,46.20190729,700,1203.860625
Cold-formed,100,50,13.33333333,6.666666667,1430,42.8032759,700,894.3038125
Cold-formed,100,50,6.666666667,3.333333333,1430,40.40644122,704.60028,497.8171875
Cold-formed,100,50,3.571428571,1.785714286,1430,39.42297243,704.9652909,211.5024219
Cold-formed,50,100,21,10.5,720,41.40110081,700,1283.272
Cold-formed,50,100,13.33333333,6.666666667,720,37.74024517,700,952.75325
Cold-formed,50,100,6.666666667,3.333333333,720,35.02009023,704.60028,509.497125
Cold-formed,50,100,3.571428571,1.785714286,720,33.88216056,704.9652909,202.7986875
Cold-formed,100,50,21,10.5,1610,52.01753198,700,1098.900375
Cold-formed,100,50,13.33333333,6.666666667,1610,48.19110084,700,825.5546875
Cold-formed,100,50,6.666666667,3.333333333,1610,45.49256669,704.60028,464.5980625
Cold-formed,100,50,3.571428571,1.785714286,1610,44.38530463,704.9652909,204.4446719
Cold-formed,50,100,21,10.5,810,46.57623842,700,1190.49225
Cold-formed,50,100,13.33333333,6.666666667,810,42.45777582,700,891.34525
Cold-formed,50,100,6.666666667,3.333333333,810,39.39760151,704.60028,486.4539688
Cold-formed,50,100,3.571428571,1.785714286,810,38.11743063,704.9652909,200.2318125
Cold-formed,100,50,21,10.5,1790,57.83315667,700,996.0473125
Cold-formed,100,50,13.33333333,6.666666667,1790,53.57892577,700,757.93975
Cold-formed,100,50,6.666666667,3.333333333,1790,50.57869215,704.60028,431.2430625
Cold-formed,100,50,3.571428571,1.785714286,1790,49.34763682,704.9652909,196.6860781
Cold-formed,50,100,21,10.5,900,51.75137602,700,1098.322875
Cold-formed,50,100,13.33333333,6.666666667,900,47.17530646,700,833.8365625
