Forming,$H$,$B$,$r_o$,$t$,$L_{c}$,$L_{c}/r$,$F_y$,$A_{e}$,$I$,$L_{c}/r$,$N_u (kN)$,Author,Title
Cold-formed,100,100,20,10,1000,27.7963997,374.5615784,3342.477796,4326049.008,27.7963997,1147.18675,FE Data from Gardner's Group,
Cold-formed,100,100,13.33333333,6.666666667,1000,26.58170979,375.4216773,2374.434576,3360426.364,26.58170979,829.5140625,FE Data from Gardner's Group,
Cold-formed,100,100,10,5,1000,26.02104405,373.5399981,1835.619449,2711023.079,26.02104405,641.418125,FE Data from Gardner's Group,
Cold-formed,100,100,8,4,1000,25.69798249,371.6335451,1494.796447,2263518.243,25.69798249,515.62,FE Data from Gardner's Group,
Cold-formed,100,100,6.666666667,3.333333333,1000,25.48784398,370.0055325,1260.275311,1939988.825,25.48784398,412.412,FE Data from Gardner's Group,
Cold-formed,100,100,5,2.5,1000,25.23081153,367.5143758,854.3381981,1506305.569,25.23081153,263.4639063,FE Data from Gardner's Group,
Cold-formed,100,100,3.555555556,1.777777778,1000,25.01293236,364.8683746,476.8465163,1103386.414,25.01293236,144.0693125,FE Data from Gardner's Group,
Cold-formed,100,100,26.66666667,13.33333333,1250,36.44799755,374.6013104,4164.404971,4898077.313,36.44799755,1316.170375,FE Data from Gardner's Group,
Cold-formed,100,100,20,10,1250,34.74549962,374.5615784,3342.477796,4326049.008,34.74549962,1080.725875,FE Data from Gardner's Group,
Cold-formed,100,100,13.33333333,6.666666667,1250,33.22713724,375.4216773,2374.434576,3360426.364,33.22713724,783.281875,FE Data from Gardner's Group,
Cold-formed,100,100,10,5,1250,32.52630506,373.5399981,1835.619449,2711023.079,32.52630506,605.693375,FE Data from Gardner's Group,
Cold-formed,100,100,8,4,1250,32.12247812,371.6335451,1494.796447,2263518.243,32.12247812,489.5756563,FE Data from Gardner's Group,
Cold-formed,100,100,6.666666667,3.333333333,1250,31.85980498,370.0055325,1260.275311,1939988.825,31.85980498,400.8381875,FE Data from Gardner's Group,
Cold-formed,100,100,5,2.5,1250,31.53851441,367.5143758,854.3381981,1506305.569,31.53851441,260.4432031,FE Data from Gardner's Group,
Cold-formed,100,100,3.555555556,1.777777778,1250,31.26616545,364.8683746,476.8465163,1103386.414,31.26616545,142.91975,FE Data from Gardner's Group,
Cold-formed,100,100,26.66666667,13.33333333,1500,43.73759705,374.6013104,4164.404971,4898077.313,43.73759705,1224.26925,FE Data from Gardner's Group,
Cold-formed,100,100,20,10,1500,41.69459954,374.5615784,3342.477796,4326049.008,41.69459954,1010.446125,FE Data from Gardner's Group,
Cold-formed,100,100,13.33333333,6.666666667,1500,39.87256468,375.4216773,2374.434576,3360426.364,39.87256468,734.667875,FE Data from Gardner's Group,
Cold-formed,100,100,10,5,1500,39.03156608,373.5399981,1835.619449,2711023.079,39.03156608,570.025375,FE Data from Gardner's Group,
Cold-formed,100,100,8,4,1500,38.54697374,371.6335451,1494.796447,2263518.243,38.54697374,461.4945,FE Data from Gardner's Group,
Cold-formed,100,100,6.666666667,3.333333333,1500,38.23176597,370.0055325,1260.275311,1939988.825,38.23176597,380.569125,FE Data from Gardner's Group,
Cold-formed,100,100,5,2.5,1500,37.84621729,367.5143758,854.3381981,1506305.569,37.84621729,254.7723438,FE Data from Gardner's Group,
Cold-formed,100,100,3.555555556,1.777777778,1500,37.51939854,364.8683746,476.8465163,1103386.414,37.51939854,140.243375,FE Data from Gardner's Group,
Cold-formed,100,100,26.66666667,13.33333333,1750,51.02719656,374.6013104,4164.404971,4898077.313,51.02719656,1135.676125,FE Data from Gardner's Group,
Cold-formed,100,100,20,10,1750,48.64369947,374.5615784,3342.477796,4326049.008,48.64369947,940.9499375,FE Data from Gardner's Group,
Cold-formed,100,100,13.33333333,6.666666667,1750,46.51799213,375.4216773,2374.434576,3360426.364,46.51799213,686.0489375,FE Data from Gardner's Group,
Cold-formed,100,100,10,5,1750,45.53682709,373.5399981,1835.619449,2711023.079,45.53682709,532.9986875,FE Data from Gardner's Group,
Cold-formed,100,100,8,4,1750,44.97146936,371.6335451,1494.796447,2263518.243,44.97146936,432.586875,FE Data from Gardner's Group,
Cold-formed,100,100,6.666666667,3.333333333,1750,44.60372697,370.0055325,1260.275311,1939988.825,44.60372697,359.5470313,FE Data from Gardner's Group,
Cold-formed,100,100,5,2.5,1750,44.15392018,367.5143758,854.3381981,1506305.569,44.15392018,247.459125,FE Data from Gardner's Group,
Cold-formed,100,100,3.555555556,1.777777778,1750,43.77263162,364.8683746,476.8465163,1103386.414,43.77263162,137.4882813,FE Data from Gardner's Group,
Cold-formed,100,100,26.66666667,13.33333333,2000,58.31679607,374.6013104,4164.404971,4898077.313,58.31679607,1054.555125,FE Data from Gardner's Group,
Cold-formed,100,100,20,10,2000,55.59279939,374.5615784,3342.477796,4326049.008,55.59279939,876.6808125,FE Data from Gardner's Group,
Cold-formed,100,100,13.33333333,6.666666667,2000,53.16341958,375.4216773,2374.434576,3360426.364,53.16341958,641.455125,FE Data from Gardner's Group,
Cold-formed,100,100,10,5,2000,52.0420881,373.5399981,1835.619449,2711023.079,52.0420881,499.1131563,FE Data from Gardner's Group,
Cold-formed,100,100,8,4,2000,51.39596499,371.6335451,1494.796447,2263518.243,51.39596499,405.7872188,FE Data from Gardner's Group,
Cold-formed,100,100,6.666666667,3.333333333,2000,50.97568796,370.0055325,1260.275311,1939988.825,50.97568796,338.805875,FE Data from Gardner's Group,
Cold-formed,100,100,5,2.5,2000,50.46162306,367.5143758,854.3381981,1506305.569,50.46162306,238.2423906,FE Data from Gardner's Group,
Cold-formed,100,100,3.555555556,1.777777778,2000,50.02586471,364.8683746,476.8465163,1103386.414,50.02586471,134.1007344,FE Data from Gardner's Group,
Cold-formed,100,100,26.66666667,13.33333333,2250,65.60639558,374.6013104,4164.404971,4898077.313,65.60639558,976.3548125,FE Data from Gardner's Group,
Cold-formed,100,100,20,10,2250,62.54189932,374.5615784,3342.477796,4326049.008,62.54189932,816.534375,FE Data from Gardner's Group,
Cold-formed,100,100,13.33333333,6.666666667,2250,59.80884703,375.4216773,2374.434576,3360426.364,59.80884703,599.484875,FE Data from Gardner's Group,
Cold-formed,100,100,10,5,2250,58.54734911,373.5399981,1835.619449,2711023.079,58.54734911,467.3334375,FE Data from Gardner's Group,
Cold-formed,100,100,8,4,2250,57.82046061,371.6335451,1494.796447,2263518.243,57.82046061,380.4658125,FE Data from Gardner's Group,
Cold-formed,100,100,6.666666667,3.333333333,2250,57.34764896,370.0055325,1260.275311,1939988.825,57.34764896,318.6255313,FE Data from Gardner's Group,
Cold-formed,100,100,5,2.5,2250,56.76932594,367.5143758,854.3381981,1506305.569,56.76932594,227.9030938,FE Data from Gardner's Group,
Cold-formed,100,100,3.555555556,1.777777778,2250,56.2790978,364.8683746,476.8465163,1103386.414,56.2790978,130.1875781,FE Data from Gardner's Group,
Cold-formed,100,100,26.66666667,13.33333333,2500,72.89599509,374.6013104,4164.404971,4898077.313,72.89599509,900.1305625,FE Data from Gardner's Group,
Cold-formed,100,100,20,10,2500,69.49099924,374.5615784,3342.477796,4326049.008,69.49099924,756.5478125,FE Data from Gardner's Group,
Cold-formed,100,100,13.33333333,6.666666667,2500,66.45427447,375.4216773,2374.434576,3360426.364,66.45427447,559.4313125,FE Data from Gardner's Group,
Cold-formed,100,100,10,5,2500,65.05261013,373.5399981,1835.619449,2711023.079,65.05261013,436.9331563,FE Data from Gardner's Group,
Cold-formed,100,100,8,4,2500,64.24495623,371.6335451,1494.796447,2263518.243,64.24495623,356.3308438,FE Data from Gardner's Group,
Cold-formed,100,100,6.666666667,3.333333333,2500,63.71960995,370.0055325,1260.275311,1939988.825,63.71960995,299.05975,FE Data from Gardner's Group,
Cold-formed,100,100,5,2.5,2500,63.07702882,367.5143758,854.3381981,1506305.569,63.07702882,216.8698438,FE Data from Gardner's Group,
Cold-formed,100,100,3.555555556,1.777777778,2500,62.53233089,364.8683746,476.8465163,1103386.414,62.53233089,125.8629141,FE Data from Gardner's Group,
Cold-formed,100,100,26.66666667,13.33333333,2750,80.1855946,374.6013104,4164.404971,4898077.313,80.1855946,828.7733125,FE Data from Gardner's Group,
Cold-formed,100,100,20,10,2750,76.44009916,374.5615784,3342.477796,4326049.008,76.44009916,700.0836875,FE Data from Gardner's Group,
Cold-formed,100,100,13.33333333,6.666666667,2750,73.09970192,375.4216773,2374.434576,3360426.364,73.09970192,520.2596563,FE Data from Gardner's Group,
Cold-formed,100,100,10,5,2750,71.55787114,373.5399981,1835.619449,2711023.079,71.55787114,406.3247188,FE Data from Gardner's Group,
Cold-formed,100,100,8,4,2750,70.66945186,371.6335451,1494.796447,2263518.243,70.66945186,332.0487188,FE Data from Gardner's Group,
Cold-formed,100,100,6.666666667,3.333333333,2750,70.09157095,370.0055325,1260.275311,1939988.825,70.09157095,279.115875,FE Data from Gardner's Group,
Cold-formed,100,100,5,2.5,2750,69.38473171,367.5143758,854.3381981,1506305.569,69.38473171,205.1355469,FE Data from Gardner's Group,
Cold-formed,100,100,3.555555556,1.777777778,2750,68.78556398,364.8683746,476.8465163,1103386.414,68.78556398,121.2832109,FE Data from Gardner's Group,
Cold-formed,100,100,26.66666667,13.33333333,3000,87.47519411,374.6013104,4164.404971,4898077.313,87.47519411,756.5443125,FE Data from Gardner's Group,
Cold-formed,100,100,20,10,3000,83.38919909,374.5615784,3342.477796,4326049.008,83.38919909,644.651375,FE Data from Gardner's Group,
Cold-formed,100,100,13.33333333,6.666666667,3000,79.74512937,375.4216773,2374.434576,3360426.364,79.74512937,481.7518438,FE Data from Gardner's Group,
Cold-formed,100,100,10,5,3000,78.06313215,373.5399981,1835.619449,2711023.079,78.06313215,377.9622813,FE Data from Gardner's Group,
Cold-formed,100,100,8,4,3000,77.09394748,371.6335451,1494.796447,2263518.243,77.09394748,309.0695,FE Data from Gardner's Group,
Cold-formed,100,100,6.666666667,3.333333333,3000,76.46353195,370.0055325,1260.275311,1939988.825,76.46353195,260.4485313,FE Data from Gardner's Group,
Cold-formed,100,100,5,2.5,3000,75.69243459,367.5143758,854.3381981,1506305.569,75.69243459,192.8266563,FE Data from Gardner's Group,
Cold-formed,100,100,3.555555556,1.777777778,3000,75.03879707,364.8683746,476.8465163,1103386.414,75.03879707,116.2779609,FE Data from Gardner's Group,
Cold-formed,100,100,26.66666667,13.33333333,3250,94.76479362,374.6013104,4164.404971,4898077.313,94.76479362,687.7868125,FE Data from Gardner's Group,
Cold-formed,100,100,20,10,3250,90.33829901,374.5615784,3342.477796,4326049.008,90.33829901,589.84975,FE Data from Gardner's Group,
Cold-formed,100,100,13.33333333,6.666666667,3250,86.39055682,375.4216773,2374.434576,3360426.364,86.39055682,443.6205625,FE Data from Gardner's Group,
Cold-formed,100,100,10,5,3250,84.56839316,373.5399981,1835.619449,2711023.079,84.56839316,349.8310938,FE Data from Gardner's Group,
Cold-formed,100,100,8,4,3250,83.5184431,371.6335451,1494.796447,2263518.243,83.5184431,286.9290625,FE Data from Gardner's Group,
Cold-formed,100,100,6.666666667,3.333333333,3250,82.83549294,370.0055325,1260.275311,1939988.825,82.83549294,242.0360781,FE Data from Gardner's Group,
Cold-formed,100,100,5,2.5,3250,82.00013747,367.5143758,854.3381981,1506305.569,82.00013747,180.2153594,FE Data from Gardner's Group,
Cold-formed,100,100,3.555555556,1.777777778,3250,81.29203016,364.8683746,476.8465163,1103386.414,81.29203016,110.7879609,FE Data from Gardner's Group,
Cold-formed,100,100,26.66666667,13.33333333,3500,102.0543931,374.6013104,4164.404971,4898077.313,102.0543931,623.15125,FE Data from Gardner's Group,
Cold-formed,100,100,20,10,3500,97.28739894,374.5615784,3342.477796,4326049.008,97.28739894,538.53025,FE Data from Gardner's Group,
Cold-formed,100,100,13.33333333,6.666666667,3500,93.03598426,375.4216773,2374.434576,3360426.364,93.03598426,406.7137813,FE Data from Gardner's Group,
Cold-formed,100,100,10,5,3500,91.07365418,373.5399981,1835.619449,2711023.079,91.07365418,322.1097813,FE Data from Gardner's Group,
Cold-formed,100,100,8,4,3500,89.94293873,371.6335451,1494.796447,2263518.243,89.94293873,264.532375,FE Data from Gardner's Group,
Cold-formed,100,100,6.666666667,3.333333333,3500,89.20745394,370.0055325,1260.275311,1939988.825,89.20745394,223.8495781,FE Data from Gardner's Group,
Cold-formed,100,100,5,2.5,3500,88.30784035,367.5143758,854.3381981,1506305.569,88.30784035,167.5392969,FE Data from Gardner's Group,
Cold-formed,100,100,3.555555556,1.777777778,3500,87.54526325,364.8683746,476.8465163,1103386.414,87.54526325,105.0339297,FE Data from Gardner's Group,
Cold-formed,100,100,26.66666667,13.33333333,3750,109.3439926,374.6013104,4164.404971,4898077.313,109.3439926,563.65925,FE Data from Gardner's Group,
Cold-formed,100,100,20,10,3750,104.2364989,374.5615784,3342.477796,4326049.008,104.2364989,489.9419375,FE Data from Gardner's Group,
Cold-formed,100,100,13.33333333,6.666666667,3750,99.68141171,375.4216773,2374.434576,3360426.364,99.68141171,372.4565,FE Data from Gardner's Group,
Cold-formed,100,100,10,5,3750,97.57891519,373.5399981,1835.619449,2711023.079,97.57891519,295.5469688,FE Data from Gardner's Group,
Cold-formed,100,100,8,4,3750,96.36743435,371.6335451,1494.796447,2263518.243,96.36743435,243.2634375,FE Data from Gardner's Group,
Cold-formed,100,100,6.666666667,3.333333333,3750,95.57941493,370.0055325,1260.275311,1939988.825,95.57941493,206.1986094,FE Data from Gardner's Group,
Cold-formed,100,100,5,2.5,3750,94.61554324,367.5143758,854.3381981,1506305.569,94.61554324,155.0839063,FE Data from Gardner's Group,
Cold-formed,100,100,3.555555556,1.777777778,3750,93.79849634,364.8683746,476.8465163,1103386.414,93.79849634,99.11553906,FE Data from Gardner's Group,
Cold-formed,100,100,26.66666667,13.33333333,4000,116.6335921,374.6013104,4164.404971,4898077.313,116.6335921,509.813,FE Data from Gardner's Group,
Cold-formed,100,100,20,10,4000,111.1855988,374.5615784,3342.477796,4326049.008,111.1855988,445.24275,FE Data from Gardner's Group,
Cold-formed,100,100,13.33333333,6.666666667,4000,106.3268392,375.4216773,2374.434576,3360426.364,106.3268392,340.080625,FE Data from Gardner's Group,
Cold-formed,100,100,10,5,4000,104.0841762,373.5399981,1835.619449,2711023.079,104.0841762,270.5775625,FE Data from Gardner's Group,
Cold-formed,100,100,8,4,4000,102.79193,371.6335451,1494.796447,2263518.243,102.79193,223.3099688,FE Data from Gardner's Group,
Cold-formed,100,100,6.666666667,3.333333333,4000,101.9513759,370.0055325,1260.275311,1939988.825,101.9513759,189.3885625,FE Data from Gardner's Group,
Cold-formed,100,100,5,2.5,4000,100.9232461,367.5143758,854.3381981,1506305.569,100.9232461,142.9946094,FE Data from Gardner's Group,
Cold-formed,100,100,3.555555556,1.777777778,4000,100.0517294,364.8683746,476.8465163,1103386.414,100.0517294,92.97492969,FE Data from Gardner's Group,
Cold-formed,100,100,26.66666667,13.33333333,4250,123.9231917,374.6013104,4164.404971,4898077.313,123.9231917,461.6529688,FE Data from Gardner's Group,
Cold-formed,100,100,20,10,4250,118.1346987,374.5615784,3342.477796,4326049.008,118.1346987,404.7294688,FE Data from Gardner's Group,
Cold-formed,100,100,13.33333333,6.666666667,4250,112.9722666,375.4216773,2374.434576,3360426.364,112.9722666,310.3124375,FE Data from Gardner's Group,
Cold-formed,100,100,10,5,4250,110.5894372,373.5399981,1835.619449,2711023.079,110.5894372,247.4832344,FE Data from Gardner's Group,
Cold-formed,100,100,8,4,4250,109.2164256,371.6335451,1494.796447,2263518.243,109.2164256,204.5643594,FE Data from Gardner's Group,
Cold-formed,100,100,6.666666667,3.333333333,4250,108.3233369,370.0055325,1260.275311,1939988.825,108.3233369,173.7067031,FE Data from Gardner's Group,
Cold-formed,100,100,5,2.5,4250,107.230949,367.5143758,854.3381981,1506305.569,107.230949,131.594,FE Data from Gardner's Group,
Cold-formed,100,100,3.555555556,1.777777778,4250,106.3049625,364.8683746,476.8465163,1103386.414,106.3049625,86.89302344,FE Data from Gardner's Group,
Cold-formed,100,100,26.66666667,13.33333333,4500,131.2127912,374.6013104,4164.404971,4898077.313,131.2127912,418.8278125,FE Data from Gardner's Group,
Cold-formed,100,100,20,10,4500,125.0837986,374.5615784,3342.477796,4326049.008,125.0837986,368.3292188,FE Data from Gardner's Group,
Cold-formed,100,100,13.33333333,6.666666667,4500,119.6176941,375.4216773,2374.434576,3360426.364,119.6176941,283.2885313,FE Data from Gardner's Group,
Cold-formed,100,100,10,5,4500,117.0946982,373.5399981,1835.619449,2711023.079,117.0946982,226.3802344,FE Data from Gardner's Group,
Cold-formed,100,100,8,4,4500,115.6409212,371.6335451,1494.796447,2263518.243,115.6409212,187.3805313,FE Data from Gardner's Group,
Cold-formed,100,100,6.666666667,3.333333333,4500,114.6952979,370.0055325,1260.275311,1939988.825,114.6952979,159.2865938,FE Data from Gardner's Group,
Cold-formed,100,100,5,2.5,4500,113.5386519,367.5143758,854.3381981,1506305.569,113.5386519,120.9893281,FE Data from Gardner's Group,
Cold-formed,100,100,3.555555556,1.777777778,4500,112.5581956,364.8683746,476.8465163,1103386.414,112.5581956,80.9735,FE Data from Gardner's Group,
Cold-formed,100,100,26.66666667,13.33333333,4750,138.5023907,374.6013104,4164.404971,4898077.313,138.5023907,380.8858125,FE Data from Gardner's Group,
Cold-formed,100,100,20,10,4750,132.0328986,374.5615784,3342.477796,4326049.008,132.0328986,335.8249063,FE Data from Gardner's Group,
Cold-formed,100,100,13.33333333,6.666666667,4750,126.2631215,375.4216773,2374.434576,3360426.364,126.2631215,258.9654531,FE Data from Gardner's Group,
Cold-formed,100,100,10,5,4750,123.5999592,373.5399981,1835.619449,2711023.079,123.5999592,207.2745781,FE Data from Gardner's Group,
Cold-formed,100,100,8,4,4750,122.0654168,371.6335451,1494.796447,2263518.243,122.0654168,171.7595,FE Data from Gardner's Group,
Cold-formed,100,100,6.666666667,3.333333333,4750,121.0672589,370.0055325,1260.275311,1939988.825,121.0672589,146.143625,FE Data from Gardner's Group,
Cold-formed,100,100,5,2.5,4750,119.8463548,367.5143758,854.3381981,1506305.569,119.8463548,111.2490234,FE Data from Gardner's Group,
Cold-formed,100,100,3.555555556,1.777777778,4750,118.8114287,364.8683746,476.8465163,1103386.414,118.8114287,75.35464844,FE Data from Gardner's Group,
Cold-formed,100,100,26.66666667,13.33333333,5000,145.7919902,374.6013104,4164.404971,4898077.313,145.7919902,348.157,FE Data from Gardner's Group,
Cold-formed,100,100,20,10,5000,138.9819985,374.5615784,3342.477796,4326049.008,138.9819985,306.86,FE Data from Gardner's Group,
